Episode,Character,Line
A Flight to Remember,Leela," What was that? [She looks over the railings and sees.] Oh, my God! We're heading straight into a black hole."
A Flight to Remember,Fry, Talk about a mood killer!
A Flight to Remember,Zapp," Don't blame yourself, Kif. We were doomed from the start. Nothing remains now but for the captain to go down with his ship."
A Flight to Remember,Kif," Why, that's surprisingly noble of you, sir."
A Flight to Remember,Zapp," No, it's noble of you, Kif! [He tears his captain's patch off.] As of now ... [He puts the patch on Kif.] ... you're in command. Congratulations, captain!"
A Flight to Remember,Leela, OK. We just have to get from here to the escape pods.
A Flight to Remember,Farnsworth, [shouting] I'm too young to die!
A Flight to Remember,Leela," Come on, before it's too late!"
A Flight to Remember,Bender," You all go without me. I'm gonna take one last look around. You know, for, uh, stuff to steal."
A Flight to Remember,Fry," You're going back or the Countess, aren't you?"
A Flight to Remember,Bender," [whispering] Alright, I am. But I don't want the others to know. If I don't come back, just say I died robbing some old man."
A Flight to Remember,Fry," I'll tell them you went out prying the wedding ring off his cold, dead finger."
A Flight to Remember,Bender," I love you, buddy!"
A Flight to Remember,Bender, [shouting] Countess? Countess?
A Flight to Remember,Countess, [shouting] Bender!
A Flight to Remember,Countess, [shouting] I fell through the deck.
A Flight to Remember,Bender," [shouting] Are you hurt, my sweet?"
A Flight to Remember,Countess, [shouting] No. Luckily a family broke my fall.
A Flight to Remember,Bender, Just hang on! I'll take care of that fire!
A Flight to Remember,Countess," Bender, you risked your life to save me."
A Flight to Remember,Bender," And I'd do it again. And perhaps a third time. But that would be it. [They kiss.] When we kiss, I feel like I'm standing waist-deep in a pool of cold, rising water."
A Flight to Remember,Leela, Hurry! The escape pods should be just ahead!
A Flight to Remember,Hermes, [gasping] Faster!
A Flight to Remember,Leela, It won't move. And the door release is on the other side.
A Flight to Remember,Fry, Then we're dead meat. No one could squeeze under there!
A Flight to Remember,Hermes," No one, except a legendary limbo champion."
A Flight to Remember,LaBarbara," Oh, Hermes!"
A Flight to Remember,Hermes, Ooh! It's been a while. [He leans back and tries to go under the door. His knees hit it.] This one is for that little kid who's limbo-ing up in heaven right now.
A Flight to Remember,LaBarbara," That's my man, alright, baby, limbo!"
A Flight to Remember,Hermes," I still got the moves! Zoidberg, lower the door another inch."
A Flight to Remember,LaBarbara," Just go on through and hit the release, you hot dog!"
A Flight to Remember,Hermes," Yes, dear."
A Flight to Remember,LaBarbara, That's my man!
A Flight to Remember,Amy," Yay, Hermes!"
A Flight to Remember,Hermes," Uh, can somebody help me up?"
A Flight to Remember,Countess," Well, now what are we going to do?"
A Flight to Remember,Bender, Wait a second. Aren't you a member of the yacht club?
A Flight to Remember,Countess," By God, you're right! I'm a class-3 yacht."
A Flight to Remember,Farnsworth, Thank God there are plenty of escape pods. We won't have to dress up like women and children.
A Flight to Remember,Leela, We can't leave yet. We've got to wait for Bender. The high gravity must be slowing down his looting.
A Flight to Remember,Mrs. Wong, Amy!
A Flight to Remember,Amy, Mom? Dad? You're alive!
A Flight to Remember,Mr. Wong," Yeah, but so what? The important thing is we found you a new man."
A Flight to Remember,Mrs. Wong, A captain.
A Flight to Remember,Amy," Uh, Mom, I don't-- [Enter Kif.] Hi!"
A Flight to Remember,Kif, [sexfully] Hello!
A Flight to Remember,Farnsworth, I don't feel well!
A Flight to Remember,Fry, Look! It's our nebula. Whenever I see it I'll think back to that moment when we almost-- [The nebula is sucked into the black hole.] Never mind!
A Flight to Remember,Hermes, Everyone else is off the ship. Where in Babylon is Bender?
A Flight to Remember,Leela, I don't know. But we can't wait any longer.
A Flight to Remember,Fry," Goodbye, Bender."
A Flight to Remember,Bender, [shouting] Wait for us!
A Flight to Remember,Leela, Something's wrong. We're two metric tons overweight.
A Flight to Remember,Amy," Well, it's not me!"
A Flight to Remember,Fry, Look!
A Flight to Remember,Countess," I'm slipping, Bender. The pull is too strong!"
A Flight to Remember,Bender," I can't live without you. If you let go, I let go!"
A Flight to Remember,Countess," No! You have too much to live for. It may hurt for a while but one day you'll share your love again. After all, it's shareware."
A Flight to Remember,Bender, Don't talk like that. Tragic romances always have a happy ending.
A Flight to Remember,Countess, [shouting] Farewell!
A Flight to Remember,Bender, [shouting] No!
A Flight to Remember,Bender, She's gone.
A Flight to Remember,Leela," But she saved all our lives. Without her, we're light enough to get away."
A Flight to Remember,Fry," Don't cry, Bender. Nobody really knows what happens in a black hole. It's possible she's still alive in another dimension somewhere. Right, Professor?"
A Flight to Remember,Farnsworth," Oh, yes, absolutely! [He turns to Zoidberg.] Not a chance!"
A Flight to Remember,Bender, At least I'll always have her bracelet! [He hands it to Hermes.] What do you think it's worth?
A Flight to Remember,Hermes," It's fake, mon!"
A Flight to Remember,,
The Mutants Are Revolting,,
The Mutants Are Revolting,Farnsworth," Good news, everyone. We've been hired to make our 100th delivery."
The Mutants Are Revolting,Zoidberg, 100!
The Mutants Are Revolting,Hermes, That's almost 10 per year.
The Mutants Are Revolting,Bender," This calls for a party, baby. I'm ordering a hundred kegs, a hundred hookers, and a hundred Elvis impersonators who aren't above a little hooking, should the occasion arise!"
The Mutants Are Revolting,Elzar," [He pushes a soufflé on a cart.] Be very gentle, folks. This is the soufflé you'll be delivering to Mrs. Astor."
The Mutants Are Revolting,Bender," Oh my God, it's Elzar! Hi, Elzar! Great soufflé, Elzar!"
The Mutants Are Revolting,Elzar," Whatever you do, don't drop it. [He holds up a bottle labeled ""Nitroglycerine. Danger! Explosive.""] See, Mrs. Astor takes nitroglycerine for her heart, and being a class act, she prefers it in soufflé form. [He lets a drop of nitroglycerine soak into the soufflé.] [Softly.] Bam."
The Mutants Are Revolting,Farnsworth," To prevent the soufflé from exploding, Bender will carry it. He's gyroscopically stable."
The Mutants Are Revolting,,
The Mutants Are Revolting,Farnsworth," Look, Mrs. Astor's mansion, just across that rickety rope bridge. [Part of the bridge falls off.]"
The Mutants Are Revolting,Amy," Wow, it's ricketier than it looks. You'd better try to jump it, Bender."
The Mutants Are Revolting,Bender," Okay, let me back up for a running start. [He runs backwards,  all the way around the asteroid, across the bridge, back to where he started. He then runs forwards, crossing the bridge and ends up near the crew again. He jumps across the gap. The rest of the crew walk up. Fry rings the doorbell.]"
The Mutants Are Revolting,Hobsy, [He opens the door.] I shall inform Mrs. Astor that the circus is in town.
The Mutants Are Revolting,Hobsy," Your soufflé, Madam."
The Mutants Are Revolting,Mrs. Astor," I shall take it here, under my fork."
The Mutants Are Revolting,Zoidberg, Where's the exploding?
The Mutants Are Revolting,Hobsy, One does not explode in Mrs. Astor's face.
The Mutants Are Revolting,Mrs. Astor, I couldn't eat another bite. Hobsy?
The Mutants Are Revolting,Mrs. Astor," Well done, sir. Have you a name?"
The Mutants Are Revolting,Farnsworth," Hubert Farnsworth, at your service."
The Mutants Are Revolting,Mrs. Astor," A Farnsworth, you say? Well, if I'm not mistaken, the Farnsworths have been in New New York for almost two hundred years."
The Mutants Are Revolting,Farnsworth," Yes, I have."
The Mutants Are Revolting,Fry, And I'm his uncle!
The Mutants Are Revolting,Mrs. Astor, How charmingly unconventional.
The Mutants Are Revolting,Fry, I can eat a hotdog underwater.
The Mutants Are Revolting,Mrs. Astor," Say, would you Farnsworths care to be my guests tomorrow at the Astor Endowment Fundraiser? All the best families will be there."
The Mutants Are Revolting,Fry, We can take 'em.
The Mutants Are Revolting,Mrs. Astor," [Narrating for an old black-and-white film.] On April 10, 2912, my late husband and I set off down Fifth Avenue aboard the Land Titanic, the largest street-going vessel ever built. [In the film, the Land Titanic takes off. People are watching it sail.] Just four days into her maiden voyage, as we approached 32 Street, the line-liner struck a mailbox and went down. [In the film, we see one of the Land Titanic's wheels hit a mailbox. The ship starts falling through the street.]  2000 souls were lost that day, including my dear husband. In loving memory, I established the Mr. Astor Endowment, which this year supports the United Mutant Scholarship Fund."
The Mutants Are Revolting,Fry, [to Leela] Mutants? That's the kind of thing you are.
The Mutants Are Revolting,Leela," Shh. You know mutants aren't allowed on the surface. If anyone asks, say I'm an alien, remember?"
The Mutants Are Revolting,Fry, Right. You gonna finish that roll?
The Mutants Are Revolting,Leela, Shh.
The Mutants Are Revolting,Mrs. Astor, Now a short film about those pitiable creatures so in need of our charity.
The Mutants Are Revolting,Narrator," Far beneath the everyday rumble of limousines and poodle feet, there toil a downtrodden people even less well off than the upper middle class. [The film goes from a busy street to the sewers, where mutants are working.] The noble sewer mutants. For you see, generations of exposure to toxic sewage mutated them into horrific monsters! [Leela's parents, along with Dwayne, Vyolet, Raoul are shown on screen. Fry and the Professor scream.]"
The Mutants Are Revolting,Leela, Shut up!
The Mutants Are Revolting,Narrator," These industrious, uh, people, I guess, maintain the various pipes and poop chutes that keep decent, above-ground society functioning. [More mutants are shown working on pipes and toilets.] And where do these proud toileteers learn their menial skills? At Brown University, the nation's premier institution of lower learning. So please, give generously, knowing some poor helpless mutant will thank you. Not in person, thank God!"
The Mutants Are Revolting,Leela," Well, that was disturbing."
The Mutants Are Revolting,Mrs. Astor," Oh, I understand, dear. They are hideous."
The Mutants Are Revolting,Leela," Look, I guess you mean well, but isn't that university just a tax-deductible sewer-cleaning service?"
The Mutants Are Revolting,Mrs. Astor," My dear, that school is about much more than sewer pipes."
The Mutants Are Revolting,Leela, Really?
The Mutants Are Revolting,Mrs. Astor," It's also about keeping those filthy things busy. There are thousands of them down there, breeding like rats."
The Mutants Are Revolting,Royalty girl, [To Calculon.] My great uncle once saw a rat.
The Mutants Are Revolting,Mrs. Astor," If we don't keep them busy, they'll start jabbering on about equal rights in their ill-bred manner."
The Mutants Are Revolting,Leela," Let's go. If I say one more thing, I might say it with my evening boot."
The Mutants Are Revolting,Mrs. Astor, Well! Rarely have I never!
The Mutants Are Revolting,Fry," Please, don't blame Leela. She's just a little ill-bred. You know how mutants are."
The Mutants Are Revolting,Mrs. Astor, You companion is a mutant?
The Mutants Are Revolting,Fry," But if anyone asks, say she's an alien."
The Mutants Are Revolting,Mrs. Astor, Help! Police!
The Mutants Are Revolting,URL," You may have eluded the authorities, but don't nothing get past Mrs. Astor. [He and Smitty take Leela away.]"
The Mutants Are Revolting,Leela, [Being led outside.] What's gonna happen to me?
The Mutants Are Revolting,Smitty," Permanent deportation, you mutant."
The Mutants Are Revolting,URL," You going downtown, baby. Way down. [They drop Leela down a man-hole.]"
The Mutants Are Revolting,Raoul, Incoming!
The Mutants Are Revolting,Leela," Thanks, Colonel."
The Mutants Are Revolting,Colonel," Just doing my job, ma'am. [He salutes with his tongue.]"
The Mutants Are Revolting,Leela," Oh, Mom, Dad, I can't believe I have to spend the rest of my life in this hellhole. [She pauses as her parents look shocked.] I'm sorry."
The Mutants Are Revolting,Turanga Munda," It's okay, sweetie. Now that you're here, this hellhole feels more like a nice, regular hole."
The Mutants Are Revolting,Turanga Morris," What do ya say we go get some sewer coffee, sewer cake, and Safeway ice cream?"
